YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2015,2,20,5,B6,1602,N554JB,FLL,JFK,2215,2232.0,17.0,13.0,2245.0,157.0,166.0,144.0,1069,109.0,9.0,52,118.0,26.0,0,0,,9.0,0.0,17.0,0.0,0.0
2015,2,20,5,DL,2637,N820DN,LAS,JFK,2219,2237.0,18.0,15.0,2252.0,280.0,298.0,237.0,2248,549.0,46.0,559,635.0,36.0,0,0,,18.0,0.0,10.0,8.0,0.0
2015,2,20,5,AA,18,N788AA,SFO,JFK,2225,2218.0,-7.0,12.0,2230.0,324.0,310.0,289.0,2586,619.0,9.0,649,628.0,-21.0,0,0,,,,,,
2015,2,20,5,B6,184,N633JB,MCO,JFK,2225,2220.0,-5.0,15.0,2235.0,140.0,149.0,126.0,944,41.0,8.0,45,49.0,4.0,0,0,,,,,,
2015,2,20,5,UA,824,N505UA,SFO,JFK,2230,2227.0,-3.0,14.0,2241.0,328.0,309.0,283.0,2586,624.0,12.0,658,636.0,-22.0,0,0,,,,,,
2015,2,20,5,US,632,N668AW,PHX,JFK,2235,2233.0,-2.0,12.0,2245.0,272.0,251.0,228.0,2153,433.0,11.0,507,444.0,-23.0,0,0,,,,,,
2015,2,20,5,B6,670,N632JB,SJC,JFK,2255,2253.0,-2.0,12.0,2305.0,319.0,319.0,297.0,2569,702.0,10.0,714,712.0,-2.0,0,0,,,,,,
2015,2,20,5,DL,1262,N705TW,LAX,JFK,2255,2255.0,0.0,25.0,2320.0,305.0,313.0,256.0,2475,636.0,32.0,700,708.0,8.0,0,0,,,,,,
2015,2,20,5,DL,1542,N3767,SEA,JFK,2255,2310.0,15.0,12.0,2322.0,304.0,304.0,282.0,2422,704.0,10.0,659,714.0,15.0,0,0,,0.0,0.0,15.0,0.0,0.0
2015,2,20,5,B6,72,N648JB,SLC,JFK,2300,2255.0,-5.0,13.0,2308.0,252.0,246.0,226.0,1990,454.0,7.0,512,501.0,-11.0,0,0,,,,,,
2015,2,20,5,VX,420,N625VA,LAX,JFK,2310,2306.0,-4.0,11.0,2317.0,315.0,312.0,268.0,2475,645.0,33.0,725,718.0,-7.0,0,0,,,,,,
2015,2,20,5,VX,34,N853VA,SFO,JFK,2320,2317.0,-3.0,18.0,2335.0,330.0,320.0,295.0,2586,730.0,7.0,750,737.0,-13.0,0,0,,,,,,
2015,2,20,5,B6,912,N646JB,LAS,JFK,2329,2320.0,-9.0,15.0,2335.0,281.0,264.0,239.0,2248,634.0,10.0,710,644.0,-26.0,0,0,,,,,,
2015,2,20,5,AA,30,N785AA,LAX,JFK,2330,2322.0,-8.0,20.0,2342.0,321.0,311.0,278.0,2475,720.0,13.0,751,733.0,-18.0,0,0,,,,,,
2015,2,20,5,DL,1264,N690DL,SLC,JFK,2340,18.0,38.0,12.0,30.0,258.0,233.0,211.0,1990,601.0,10.0,558,611.0,13.0,0,0,,,,,,
2015,2,20,5,B6,136,N503JB,PHX,JFK,2358,33.0,35.0,22.0,55.0,267.0,286.0,253.0,2153,708.0,11.0,625,719.0,54.0,0,0,,19.0,0.0,18.0,17.0,0.0
2015,2,20,5,B6,162,N552JB,SMF,JFK,2359,1.0,2.0,10.0,11.0,311.0,314.0,289.0,2521,800.0,15.0,810,815.0,5.0,0,0,,,,,,
2015,2,20,5,B6,98,N509JB,DEN,JFK,2359,2359.0,0.0,24.0,23.0,211.0,215.0,184.0,1626,527.0,7.0,530,534.0,4.0,0,0,,,,,,
2015,2,20,5,B6,66,N585JB,ABQ,JFK,2359,14.0,15.0,10.0,24.0,227.0,223.0,204.0,1826,548.0,9.0,546,557.0,11.0,0,0,,,,,,
2015,2,21,6,DL,2354,N3766,SLC,JFK,100,55.0,-5.0,13.0,108.0,258.0,259.0,231.0,1990,659.0,15.0,718,714.0,-4.0,0,0,,,,,,
2015,2,21,6,B6,304,N630JB,SJU,JFK,150,138.0,-12.0,22.0,200.0,235.0,252.0,218.0,1598,438.0,12.0,445,450.0,5.0,0,0,,,,,,
2015,2,21,6,B6,1204,N805JB,SJU,JFK,305,340.0,35.0,35.0,415.0,239.0,293.0,248.0,1598,723.0,10.0,604,733.0,89.0,0,0,,54.0,0.0,0.0,35.0,0.0
2015,2,21,6,B6,2001,N183JB,BUF,JFK,535,527.0,-8.0,10.0,537.0,88.0,78.0,53.0,301,630.0,15.0,703,645.0,-18.0,0,0,,,,,,
2015,2,21,6,B6,917,N593JB,BOS,JFK,545,545.0,0.0,13.0,558.0,77.0,62.0,40.0,187,638.0,9.0,702,647.0,-15.0,0,0,,,,,,
2015,2,21,6,B6,115,N351JB,SYR,JFK,550,541.0,-9.0,14.0,555.0,83.0,75.0,46.0,209,641.0,15.0,713,656.0,-17.0,0,0,,,,,,
2015,2,21,6,B6,185,N216JB,ROC,JFK,600,600.0,0.0,11.0,611.0,85.0,88.0,66.0,264,717.0,11.0,725,728.0,3.0,0,0,,,,,,
2015,2,21,6,B6,130,N571JB,RSW,JFK,600,553.0,-7.0,11.0,604.0,161.0,163.0,147.0,1074,831.0,5.0,841,836.0,-5.0,0,0,,,,,,
2015,2,21,6,B6,154,N519JB,PBI,JFK,600,557.0,-3.0,12.0,609.0,154.0,172.0,147.0,1028,836.0,13.0,834,849.0,15.0,0,0,,15.0,0.0,0.0,0.0,0.0
2015,2,21,6,B6,1184,N562JB,MCO,JFK,600,558.0,-2.0,18.0,616.0,150.0,157.0,131.0,944,827.0,8.0,830,835.0,5.0,0,0,,,,,,
2015,2,21,6,B6,226,N523JB,TPA,JFK,600,552.0,-8.0,10.0,602.0,151.0,156.0,137.0,1005,819.0,9.0,831,828.0,-3.0,0,0,,,,,,
2015,2,21,6,B6,233,N328JB,BTV,JFK,600,552.0,-8.0,14.0,606.0,88.0,86.0,64.0,266,710.0,8.0,728,718.0,-10.0,0,0,,,,,,
2015,2,21,6,B6,746,N559JB,PSE,JFK,600,547.0,-13.0,6.0,553.0,241.0,235.0,222.0,1617,835.0,7.0,901,842.0,-19.0,0,0,,,,,,
2015,2,21,6,B6,776,N323JB,MSY,JFK,600,547.0,-13.0,14.0,601.0,168.0,172.0,150.0,1182,931.0,8.0,948,939.0,-9.0,0,0,,,,,,
2015,2,21,6,B6,1678,N561JB,JAX,JFK,600,559.0,-1.0,16.0,615.0,128.0,141.0,116.0,828,811.0,9.0,808,820.0,12.0,0,0,,,,,,
2015,2,21,6,B6,1502,N594JB,FLL,JFK,600,556.0,-4.0,17.0,613.0,163.0,177.0,151.0,1069,844.0,9.0,843,853.0,10.0,0,0,,,,,,
2015,2,21,6,B6,1504,N828JB,SJU,JFK,600,627.0,27.0,14.0,641.0,242.0,243.0,221.0,1598,922.0,8.0,902,930.0,28.0,0,0,,1.0,0.0,0.0,27.0,0.0
2015,2,21,6,MQ,3350,N855MQ,RDU,JFK,600,554.0,-6.0,18.0,612.0,92.0,108.0,80.0,427,732.0,10.0,732,742.0,10.0,0,0,,,,,,
2015,2,21,6,B6,2807,N296JB,PWM,JFK,603,551.0,-12.0,21.0,612.0,86.0,84.0,54.0,273,706.0,9.0,729,715.0,-14.0,0,0,,,,,,
2015,2,21,6,AA,1165,N3DJAA,BOS,JFK,605,559.0,-6.0,16.0,615.0,77.0,69.0,45.0,187,700.0,8.0,722,708.0,-14.0,0,0,,,,,,
2015,2,21,6,B6,794,N589JB,AUS,JFK,605,556.0,-9.0,13.0,609.0,203.0,203.0,184.0,1521,1013.0,6.0,1028,1019.0,-9.0,0,0,,,,,,
2015,2,21,6,B6,838,N505JB,BQN,JFK,610,734.0,84.0,11.0,745.0,232.0,235.0,216.0,1576,1021.0,8.0,902,1029.0,87.0,0,0,,3.0,0.0,0.0,84.0,0.0
2015,2,21,6,MQ,3432,N0EGMQ,DCA,JFK,610,616.0,6.0,8.0,624.0,77.0,73.0,54.0,213,718.0,11.0,727,729.0,2.0,0,0,,,,,,
2015,2,21,6,DL,1994,N3752,PHX,JFK,615,611.0,-4.0,16.0,627.0,271.0,266.0,241.0,2153,1228.0,9.0,1246,1237.0,-9.0,0,0,,,,,,
2015,2,21,6,B6,24,N945JB,LAX,JFK,630,624.0,-6.0,15.0,639.0,315.0,306.0,281.0,2475,1420.0,10.0,1445,1430.0,-15.0,0,0,,,,,,
2015,2,21,6,DL,1795,N382DA,LAS,JFK,630,625.0,-5.0,21.0,646.0,283.0,283.0,252.0,2248,1358.0,10.0,1413,1408.0,-5.0,0,0,,,,,,
2015,2,21,6,DL,1859,N723TW,SFO,JFK,630,632.0,2.0,21.0,653.0,322.0,329.0,294.0,2586,1447.0,14.0,1452,1501.0,9.0,0,0,,,,,,
2015,2,21,6,DL,2048,N3735D,PDX,JFK,630,626.0,-4.0,30.0,656.0,312.0,322.0,285.0,2454,1441.0,7.0,1442,1448.0,6.0,0,0,,,,,,
2015,2,21,6,DL,2641,N381DN,SAN,JFK,640,639.0,-1.0,20.0,659.0,313.0,293.0,268.0,2446,1427.0,5.0,1453,1432.0,-21.0,0,0,,,,,,
2015,2,21,6,B6,1208,N373JB,IAD,JFK,645,643.0,-2.0,10.0,653.0,73.0,67.0,50.0,228,743.0,7.0,758,750.0,-8.0,0,0,,,,,,
2015,2,21,6,DL,1762,N394DL,LAX,JFK,650,651.0,1.0,17.0,708.0,315.0,320.0,293.0,2475,1501.0,10.0,1505,1511.0,6.0,0,0,,,,,,
2015,2,21,6,AA,24,N786AA,SFO,JFK,700,655.0,-5.0,15.0,710.0,330.0,333.0,299.0,2586,1509.0,19.0,1530,1528.0,-2.0,0,0,,,,,,
2015,2,21,6,AA,118,N792AA,LAX,JFK,700,655.0,-5.0,29.0,724.0,330.0,325.0,281.0,2475,1505.0,15.0,1530,1520.0,-10.0,0,0,,,,,,
2015,2,21,6,AA,236,N3BVAA,SEA,JFK,700,656.0,-4.0,27.0,723.0,317.0,361.0,316.0,2422,1539.0,18.0,1517,1557.0,40.0,0,0,,40.0,0.0,0.0,0.0,0.0
2015,2,21,6,AA,1260,N3CEAA,MIA,JFK,700,657.0,-3.0,12.0,709.0,170.0,170.0,149.0,1089,938.0,9.0,950,947.0,-3.0,0,0,,,,,,
2015,2,21,6,B6,2084,N558JB,MCO,JFK,700,655.0,-5.0,12.0,707.0,150.0,148.0,128.0,944,915.0,8.0,930,923.0,-7.0,0,0,,,,,,
2015,2,21,6,DL,418,N3738B,SEA,JFK,700,656.0,-4.0,14.0,710.0,309.0,321.0,286.0,2422,1456.0,21.0,1509,1517.0,8.0,0,0,,,,,,
2015,2,21,6,DL,2027,N954AT,TPA,JFK,700,731.0,31.0,11.0,742.0,149.0,159.0,142.0,1005,1004.0,6.0,929,1010.0,41.0,0,0,,10.0,0.0,31.0,0.0,0.0
2015,2,21,6,DL,2032,N375DA,MSP,JFK,700,659.0,-1.0,20.0,719.0,164.0,155.0,126.0,1029,1025.0,9.0,1044,1034.0,-10.0,0,0,,,,,,
2015,2,21,6,B6,2101,N247JB,BUF,JFK,702,658.0,-4.0,13.0,711.0,92.0,83.0,62.0,301,813.0,8.0,834,821.0,-13.0,0,0,,,,,,
2015,2,21,6,VX,12,N523VA,SFO,JFK,705,700.0,-5.0,12.0,712.0,330.0,322.0,300.0,2586,1512.0,10.0,1535,1522.0,-13.0,0,0,,,,,,
2015,2,21,6,B6,16,N934JB,SFO,JFK,708,707.0,-1.0,14.0,721.0,322.0,321.0,296.0,2586,1517.0,11.0,1530,1528.0,-2.0,0,0,,,,,,
2015,2,21,6,UA,758,N502UA,SFO,JFK,720,720.0,0.0,14.0,734.0,339.0,326.0,299.0,2586,1533.0,13.0,1559,1546.0,-13.0,0,0,,,,,,
2015,2,21,6,DL,782,N927DA,MIA,JFK,725,723.0,-2.0,16.0,739.0,172.0,179.0,157.0,1089,1016.0,6.0,1017,1022.0,5.0,0,0,,,,,,
2015,2,21,6,B6,326,N629JB,TPA,JFK,728,727.0,-1.0,11.0,738.0,151.0,170.0,141.0,1005,959.0,18.0,959,1017.0,18.0,0,0,,18.0,0.0,0.0,0.0,0.0
2015,2,21,6,DL,2058,N973DL,MCO,JFK,730,724.0,-6.0,14.0,738.0,142.0,154.0,134.0,944,952.0,6.0,952,958.0,6.0,0,0,,,,,,
2015,2,21,6,VX,404,N640VA,LAX,JFK,730,947.0,137.0,10.0,957.0,315.0,322.0,297.0,2475,1754.0,15.0,1545,1809.0,144.0,0,0,,71.0,0.0,66.0,0.0,7.0
2015,2,21,6,US,2042,N764US,CLT,JFK,734,731.0,-3.0,41.0,812.0,105.0,136.0,84.0,541,936.0,11.0,919,947.0,28.0,0,0,,28.0,0.0,0.0,0.0,0.0
2015,2,21,6,AA,94,N3JEAA,SAN,JFK,745,742.0,-3.0,13.0,755.0,322.0,303.0,277.0,2446,1532.0,13.0,1607,1545.0,-22.0,0,0,,,,,,
2015,2,21,6,AA,34,N791AA,LAX,JFK,800,753.0,-7.0,15.0,808.0,334.0,319.0,294.0,2475,1602.0,10.0,1634,1612.0,-22.0,0,0,,,,,,
2015,2,21,6,DL,2185,N916DE,FLL,JFK,800,758.0,-2.0,24.0,822.0,163.0,178.0,147.0,1069,1049.0,7.0,1043,1056.0,13.0,0,0,,,,,,
2015,2,21,6,DL,326,N378DA,SJU,JFK,805,819.0,14.0,15.0,834.0,234.0,237.0,217.0,1598,1111.0,5.0,1059,1116.0,17.0,0,0,,3.0,0.0,14.0,0.0,0.0
2015,2,21,6,UA,275,N598UA,LAX,JFK,805,800.0,-5.0,13.0,813.0,323.0,302.0,277.0,2475,1550.0,12.0,1628,1602.0,-26.0,0,0,,,,,,
2015,2,21,6,AA,44,N3AAAA,LAS,JFK,810,1055.0,165.0,30.0,1125.0,292.0,293.0,246.0,2248,1831.0,17.0,1602,1848.0,166.0,0,0,,1.0,0.0,165.0,0.0,0.0
2015,2,21,6,B6,124,N942JB,LAX,JFK,814,809.0,-5.0,12.0,821.0,316.0,306.0,285.0,2475,1606.0,9.0,1630,1615.0,-15.0,0,0,,,,,,
2015,2,21,6,DL,1947,N359NB,MSY,JFK,815,810.0,-5.0,11.0,821.0,172.0,161.0,143.0,1182,1144.0,7.0,1207,1151.0,-16.0,0,0,,,,,,
2015,2,21,6,DL,414,N717TW,SFO,JFK,815,813.0,-2.0,17.0,830.0,322.0,337.0,299.0,2586,1629.0,21.0,1637,1650.0,13.0,0,0,,,,,,
2015,2,21,6,DL,2350,N722TW,ATL,JFK,815,813.0,-2.0,20.0,833.0,127.0,131.0,105.0,760,1018.0,6.0,1022,1024.0,2.0,0,0,,,,,,
2015,2,21,6,B6,2,N703JB,FLL,JFK,818,832.0,14.0,11.0,843.0,162.0,160.0,142.0,1069,1105.0,7.0,1100,1112.0,12.0,0,0,,,,,,
2015,2,21,6,DL,466,N380DA,SLC,JFK,830,850.0,20.0,13.0,903.0,271.0,261.0,239.0,1990,1502.0,9.0,1501,1511.0,10.0,0,0,,,,,,
2015,2,21,6,DL,2068,N344NB,SAT,JFK,830,824.0,-6.0,12.0,836.0,216.0,212.0,187.0,1587,1243.0,13.0,1306,1256.0,-10.0,0,0,,,,,,
2015,2,21,6,MQ,3329,N824MQ,CMH,JFK,840,933.0,53.0,67.0,1040.0,106.0,149.0,78.0,483,1158.0,4.0,1026,1202.0,96.0,0,0,,43.0,0.0,0.0,0.0,53.0
2015,2,21,6,AA,164,N797AA,SFO,JFK,845,840.0,-5.0,18.0,858.0,331.0,329.0,298.0,2586,1656.0,13.0,1716,1709.0,-7.0,0,0,,,,,,
2015,2,21,6,B6,1308,N258JB,IAD,JFK,847,838.0,-9.0,14.0,852.0,72.0,69.0,49.0,228,941.0,6.0,959,947.0,-12.0,0,0,,,,,,
2015,2,21,6,AA,1640,N630AA,EGE,JFK,850,849.0,-1.0,45.0,934.0,252.0,286.0,211.0,1746,1505.0,30.0,1502,1535.0,33.0,0,0,,33.0,0.0,0.0,0.0,0.0
2015,2,21,6,DL,1480,N910AT,BOS,JFK,850,846.0,-4.0,29.0,915.0,78.0,83.0,47.0,187,1002.0,7.0,1008,1009.0,1.0,0,0,,,,,,
2015,2,21,6,AA,2,N790AA,LAX,JFK,900,855.0,-5.0,19.0,914.0,332.0,343.0,288.0,2475,1702.0,36.0,1732,1738.0,6.0,0,0,,,,,,
2015,2,21,6,B6,2301,N583JB,BUF,JFK,907,846.0,-21.0,13.0,859.0,82.0,89.0,59.0,301,958.0,17.0,1029,1015.0,-14.0,0,0,,,,,,
2015,2,21,6,DL,471,N126DL,LAX,JFK,910,907.0,-3.0,19.0,926.0,321.0,332.0,282.0,2475,1708.0,31.0,1731,1739.0,8.0,0,0,,,,,,
2015,2,21,6,VX,500,N621VA,FLL,JFK,915,906.0,-9.0,11.0,917.0,160.0,169.0,151.0,1069,1148.0,7.0,1155,1155.0,0.0,0,0,,,,,,
2015,2,21,6,US,1830,N831AW,CLT,JFK,920,929.0,9.0,20.0,949.0,101.0,110.0,80.0,541,1109.0,10.0,1101,1119.0,18.0,0,0,,9.0,0.0,0.0,9.0,0.0
2015,2,21,6,VX,22,N842VA,SFO,JFK,920,921.0,1.0,11.0,932.0,335.0,342.0,316.0,2586,1748.0,15.0,1755,1803.0,8.0,0,0,,,,,,
2015,2,21,6,B6,584,N266JB,MCO,JFK,930,1056.0,86.0,14.0,1110.0,142.0,153.0,131.0,944,1321.0,8.0,1152,1329.0,97.0,0,0,,11.0,0.0,56.0,30.0,0.0
2015,2,21,6,AA,84,N3FVAA,BOS,JFK,940,938.0,-2.0,13.0,951.0,75.0,67.0,45.0,187,1036.0,9.0,1055,1045.0,-10.0,0,0,,,,,,
2015,2,21,6,B6,354,N763JB,PBI,JFK,940,944.0,4.0,9.0,953.0,151.0,154.0,132.0,1028,1205.0,13.0,1211,1218.0,7.0,0,0,,,,,,
2015,2,21,6,B6,1633,N351JB,BTV,JFK,941,931.0,-10.0,10.0,941.0,78.0,67.0,51.0,266,1032.0,6.0,1059,1038.0,-21.0,0,0,,,,,,
2015,2,21,6,B6,76,N190JB,MSY,JFK,955,942.0,-13.0,14.0,956.0,164.0,170.0,148.0,1182,1324.0,8.0,1339,1332.0,-7.0,0,0,,,,,,
2015,2,21,6,B6,906,N339JB,ORD,JFK,955,948.0,-7.0,17.0,1005.0,123.0,116.0,93.0,740,1238.0,6.0,1258,1244.0,-14.0,0,0,,,,,,
2015,2,21,6,US,425,N547UW,PHX,JFK,958,949.0,-9.0,34.0,1023.0,296.0,343.0,250.0,2153,1633.0,59.0,1654,1732.0,38.0,0,0,,38.0,0.0,0.0,0.0,0.0
2015,2,21,6,AA,290,N3LLAA,AUS,JFK,1000,958.0,-2.0,10.0,1008.0,212.0,217.0,186.0,1521,1414.0,21.0,1432,1435.0,3.0,0,0,,,,,,
2015,2,21,6,B6,502,N621JB,FLL,JFK,1000,1021.0,21.0,18.0,1039.0,162.0,171.0,148.0,1069,1307.0,5.0,1242,1312.0,30.0,0,0,,9.0,0.0,21.0,0.0,0.0
2015,2,21,6,AA,1580,N5CAAA,MIA,JFK,1000,958.0,-2.0,33.0,1031.0,179.0,184.0,142.0,1089,1253.0,9.0,1259,1302.0,3.0,0,0,,,,,,
2015,2,21,6,B6,886,N183JB,RDU,JFK,1004,959.0,-5.0,16.0,1015.0,86.0,92.0,65.0,427,1120.0,11.0,1130,1131.0,1.0,0,0,,,,,,
2015,2,21,6,B6,717,N316JB,BOS,JFK,1005,1001.0,-4.0,32.0,1033.0,72.0,81.0,44.0,187,1117.0,5.0,1117,1122.0,5.0,0,0,,,,,,
2015,2,21,6,B6,930,N633JB,RSW,JFK,1010,958.0,-12.0,15.0,1013.0,154.0,169.0,147.0,1074,1240.0,7.0,1244,1247.0,3.0,0,0,,,,,,
2015,2,21,6,DL,1972,N386DA,AUS,JFK,1015,1017.0,2.0,12.0,1029.0,202.0,202.0,182.0,1521,1431.0,8.0,1437,1439.0,2.0,0,0,,,,,,
2015,2,21,6,AA,120,N3JLAA,LAS,JFK,1020,1019.0,-1.0,14.0,1033.0,298.0,303.0,262.0,2248,1755.0,27.0,1818,1822.0,4.0,0,0,,,,,,
2015,2,21,6,MQ,3465,N855MQ,RDU,JFK,1025,1026.0,1.0,15.0,1041.0,87.0,96.0,70.0,427,1151.0,11.0,1152,1202.0,10.0,0,0,,,,,,
2015,2,21,6,AA,64,N3JKAA,DFW,JFK,1030,1031.0,1.0,14.0,1045.0,203.0,194.0,170.0,1391,1435.0,10.0,1453,1445.0,-8.0,0,0,,,,,,
2015,2,21,6,AA,172,N794AA,LAX,JFK,1030,1027.0,-3.0,21.0,1048.0,330.0,320.0,281.0,2475,1829.0,18.0,1900,1847.0,-13.0,0,0,,,,,,
2015,2,21,6,UA,779,N546UA,LAX,JFK,1036,1033.0,-3.0,19.0,1052.0,321.0,314.0,282.0,2475,1834.0,13.0,1857,1847.0,-10.0,0,0,,,,,,
2015,2,21,6,B6,1274,N665JB,CHS,JFK,1038,1029.0,-9.0,14.0,1043.0,101.0,110.0,87.0,636,1210.0,9.0,1219,1219.0,0.0,0,0,,,,,,
2015,2,21,6,VX,406,N627VA,LAX,JFK,1040,1043.0,3.0,10.0,1053.0,325.0,373.0,297.0,2475,1850.0,66.0,1905,1956.0,51.0,0,0,,0.0,0.0,51.0,0.0,0.0
2015,2,21,6,DL,410,N387DA,DEN,JFK,1045,1428.0,223.0,60.0,1528.0,216.0,280.0,189.0,1626,2037.0,31.0,1621,2108.0,287.0,0,0,,64.0,0.0,0.0,204.0,19.0
2015,2,21,6,MQ,3370,N8EGMQ,DCA,JFK,1048,1108.0,20.0,63.0,1211.0,71.0,118.0,40.0,213,1251.0,15.0,1159,1306.0,67.0,0,0,,47.0,0.0,0.0,0.0,20.0
2015,2,21,6,B6,842,N593JB,SAV,JFK,1050,1048.0,-2.0,8.0,1056.0,118.0,114.0,99.0,718,1235.0,7.0,1248,1242.0,-6.0,0,0,,,,,,
2015,2,21,6,UA,760,N512UA,SFO,JFK,1050,1057.0,7.0,40.0,1137.0,335.0,344.0,291.0,2586,1928.0,13.0,1925,1941.0,16.0,0,0,,9.0,0.0,7.0,0.0,0.0
2015,2,21,6,B6,207,N373JB,PWM,JFK,1054,1044.0,-10.0,9.0,1053.0,74.0,69.0,54.0,273,1147.0,6.0,1208,1153.0,-15.0,0,0,,,,,,
2015,2,21,6,B6,218,N296JB,CLT,JFK,1055,1049.0,-6.0,9.0,1058.0,103.0,95.0,78.0,541,1216.0,8.0,1238,1224.0,-14.0,0,0,,,,,,
2015,2,21,6,AA,2393,N3FAAA,MCO,JFK,1100,1056.0,-4.0,11.0,1107.0,144.0,151.0,131.0,944,1318.0,9.0,1324,1327.0,3.0,0,0,,,,,,
2015,2,21,6,B6,224,N929JB,LAX,JFK,1100,1059.0,-1.0,18.0,1117.0,318.0,313.0,280.0,2475,1857.0,15.0,1918,1912.0,-6.0,0,0,,,,,,
2015,2,21,6,DL,444,N140LL,SLC,JFK,1100,1058.0,-2.0,24.0,1122.0,260.0,320.0,260.0,1990,1742.0,36.0,1720,1818.0,58.0,0,0,,58.0,0.0,0.0,0.0,0.0
2015,2,21,6,B6,1404,N639JB,SJU,JFK,1110,1104.0,-6.0,9.0,1113.0,239.0,245.0,229.0,1598,1402.0,7.0,1409,1409.0,0.0,0,0,,,,,,
2015,2,21,6,B6,282,N298JB,HOU,JFK,1114,1113.0,-1.0,11.0,1124.0,195.0,211.0,192.0,1428,1536.0,8.0,1529,1544.0,15.0,0,0,,15.0,0.0,0.0,0.0,0.0
2015,2,21,6,DL,1644,N910DE,FLL,JFK,1115,1113.0,-2.0,24.0,1137.0,172.0,182.0,151.0,1069,1408.0,7.0,1407,1415.0,8.0,0,0,,,,,,
2015,2,21,6,B6,678,N547JB,JAX,JFK,1120,1121.0,1.0,13.0,1134.0,129.0,131.0,111.0,828,1325.0,7.0,1329,1332.0,3.0,0,0,,,,,,
2015,2,21,6,B6,164,N630JB,SRQ,JFK,1123,1119.0,-4.0,9.0,1128.0,156.0,161.0,144.0,1041,1352.0,8.0,1359,1400.0,1.0,0,0,,,,,,
2015,2,21,6,B6,315,N247JB,SYR,JFK,1124,1111.0,-13.0,9.0,1120.0,69.0,58.0,42.0,209,1202.0,7.0,1233,1209.0,-24.0,0,0,,,,,,
2015,2,21,6,B6,416,N935JB,SFO,JFK,1125,1124.0,-1.0,22.0,1146.0,335.0,337.0,294.0,2586,1940.0,21.0,2000,2001.0,1.0,0,0,,,,,,
2015,2,21,6,AA,12,N787AA,LAX,JFK,1130,1123.0,-7.0,14.0,1137.0,329.0,336.0,282.0,2475,1919.0,40.0,1959,1959.0,0.0,0,0,,,,,,
2015,2,21,6,B6,285,N594JB,ROC,JFK,1135,1202.0,27.0,32.0,1234.0,76.0,96.0,56.0,264,1330.0,8.0,1251,1338.0,47.0,0,0,,20.0,0.0,6.0,21.0,0.0
2015,2,21,6,DL,2499,N339NW,MSY,JFK,1140,1136.0,-4.0,12.0,1148.0,173.0,180.0,160.0,1182,1528.0,8.0,1533,1536.0,3.0,0,0,,,,,,
2015,2,21,6,AA,66,N5EBAA,SJU,JFK,1151,1147.0,-4.0,17.0,1204.0,244.0,256.0,226.0,1598,1450.0,13.0,1455,1503.0,8.0,0,0,,,,,,
2015,2,21,6,B6,1026,N662JB,TPA,JFK,1154,1200.0,6.0,19.0,1219.0,155.0,162.0,133.0,1005,1432.0,10.0,1429,1442.0,13.0,0,0,,,,,,
2015,2,21,6,B6,1002,N903JB,FLL,JFK,1205,1201.0,-4.0,19.0,1220.0,174.0,179.0,151.0,1069,1451.0,9.0,1459,1500.0,1.0,0,0,,,,,,
2015,2,21,6,DL,1394,N548US,ATL,JFK,1205,1352.0,107.0,25.0,1417.0,135.0,170.0,135.0,760,1632.0,10.0,1420,1642.0,142.0,0,0,,35.0,0.0,107.0,0.0,0.0
2015,2,21,6,DL,2644,N917DE,PBI,JFK,1205,1208.0,3.0,28.0,1236.0,161.0,196.0,155.0,1028,1511.0,13.0,1446,1524.0,38.0,0,0,,38.0,0.0,0.0,0.0,0.0
2015,2,21,6,DL,1671,N911DL,MIA,JFK,1210,1209.0,-1.0,22.0,1231.0,179.0,199.0,165.0,1089,1516.0,12.0,1509,1528.0,19.0,0,0,,19.0,0.0,0.0,0.0,0.0
2015,2,21,6,DL,1892,N633DL,MCO,JFK,1212,1208.0,-4.0,21.0,1229.0,147.0,162.0,135.0,944,1444.0,6.0,1439,1450.0,11.0,0,0,,,,,,
2015,2,21,6,B6,684,N568JB,MCO,JFK,1213,1210.0,-3.0,17.0,1227.0,151.0,156.0,133.0,944,1440.0,6.0,1444,1446.0,2.0,0,0,,,,,,
2015,2,21,6,B6,654,N605JB,PBI,JFK,1215,1210.0,-5.0,17.0,1227.0,162.0,186.0,160.0,1028,1507.0,9.0,1457,1516.0,19.0,0,0,,19.0,0.0,0.0,0.0,0.0
2015,2,21,6,DL,2645,N951DL,RSW,JFK,1215,1210.0,-5.0,21.0,1231.0,175.0,198.0,163.0,1074,1514.0,14.0,1510,1528.0,18.0,0,0,,18.0,0.0,0.0,0.0,0.0
2015,2,21,6,MQ,3091,N620MQ,BNA,JFK,1225,,,,,144.0,,,765,,,1549,,,0,1,B,,,,,
